,year,month,day,Price
2420,96,11,18,22.75
2421,96,11,19,23.13
2422,96,11,20,23.4
2423,96,11,21,22.9
2424,96,11,22,23.86
2425,96,11,25,23.22
2426,96,11,26,22.78
2427,96,11,27,23.07
2428,96,11,28,23.0
2429,96,11,29,23.17
2430,96,12,2,23.5
2431,96,12,3,24.12
2432,96,12,4,24.21
2433,96,12,5,24.49
2434,96,12,6,24.56
2435,96,12,9,24.18
2436,96,12,10,23.74
2437,96,12,11,22.95
2438,96,12,12,22.65
2439,96,12,13,22.83
2440,96,12,16,23.98
2441,96,12,17,24.05
2442,96,12,18,23.69
2443,96,12,19,24.18
2444,96,12,20,23.96
2445,96,12,23,23.51
2446,96,12,24,23.66
2447,96,12,27,23.55
2448,96,12,30,23.95
2449,96,12,31,23.9
2450,97,1,2,24.45
2451,97,1,3,24.19
2452,97,1,6,24.76
2453,97,1,7,24.76
2454,97,1,8,24.78
2455,97,1,9,24.83
2456,97,1,10,24.22
2457,97,1,13,23.41
2458,97,1,15,23.31
2459,97,1,16,23.31
2460,97,1,17,22.87
2461,97,1,20,22.86
2462,97,1,21,22.98
2463,97,1,22,22.93
2464,97,1,23,22.93
2465,97,1,24,22.8
2466,97,1,27,22.56
2467,97,1,28,22.62
2468,97,1,29,23.01
2469,97,1,30,23.43
2470,97,1,31,23.28
2471,97,2,3,22.91
2472,97,2,4,22.65
2473,97,2,5,22.69
2474,97,2,6,21.86
2475,97,2,10,20.73
2476,97,2,11,21.25
2477,97,2,12,21.15
2478,97,2,13,20.47
2479,97,2,14,20.56
2480,97,2,17,20.48
2481,97,2,18,20.56
2482,97,2,19,20.98
2483,97,2,20,20.57
2484,97,2,21,20.13
2485,97,2,24,19.87
2486,97,2,25,20.08
2487,97,2,26,19.82
2488,97,2,27,19.96
2489,97,2,28,19.44
2490,97,3,3,19.1
2491,97,3,4,19.4
2492,97,3,5,19.38
2493,97,3,6,19.55
2494,97,3,10,19.21
2495,97,3,11,18.57
2496,97,3,12,18.98
2497,97,3,13,19.3
2498,97,3,14,19.44
2499,97,3,17,18.98
2500,97,3,18,19.54
2501,97,3,19,20.0
2502,97,3,20,19.62
2503,97,3,21,19.39
2504,97,3,24,18.93
2505,97,3,25,18.77
2506,97,3,26,18.91
2507,97,3,27,18.53
2508,97,3,28,18.53
2509,97,3,31,18.53
2510,97,4,1,18.15
2511,97,4,2,17.97
2512,97,4,3,17.28
2513,97,4,4,17.25
2514,97,4,7,16.92
2515,97,4,8,16.98
2516,97,4,9,17.02
2517,97,4,10,17.25
2518,97,4,11,17.54
2519,97,4,14,17.61
2520,97,4,15,17.53
2521,97,4,16,17.24
2522,97,4,17,17.0
2523,97,4,18,17.26
2524,97,4,21,17.74
2525,97,4,22,17.72
2526,97,4,23,17.46
2527,97,4,24,17.8
2528,97,4,25,18.07
2529,97,4,28,17.92
2530,97,4,29,18.27
2531,97,4,30,18.25
2532,97,5,1,18.24
2533,97,5,2,17.7
2534,97,5,5,17.72
2535,97,5,6,17.82
2536,97,5,7,17.84
2537,97,5,8,18.32
2538,97,5,9,18.62
2539,97,5,12,19.42
2540,97,5,13,19.4
2541,97,5,14,19.1
2542,97,5,15,19.4
2543,97,5,16,19.77
2544,97,5,19,19.92
2545,97,5,20,19.75
2546,97,5,21,19.7
2547,97,5,22,20.03
2548,97,5,23,20.15
2549,97,5,27,19.33
2550,97,5,28,18.88
2551,97,5,29,19.38
2552,97,5,30,18.99
2553,97,6,2,19.17
2554,97,6,3,18.59
2555,97,6,4,18.36
2556,97,6,5,17.96
2557,97,6,6,17.43
2558,97,6,9,17.08
2559,97,6,10,17.01
2560,97,6,11,16.69
2561,97,6,12,16.79
2562,97,6,13,16.83
2563,97,6,16,17.15
2564,97,6,17,17.55
2565,97,6,18,17.22
2566,97,6,19,17.34
2567,97,6,20,17.09
2568,97,6,23,17.8
2569,97,6,24,17.65
2570,97,6,25,17.65
2571,97,6,26,17.6
2572,97,6,27,18.0
2573,97,6,30,18.22
2574,97,7,2,18.83
2575,97,7,3,18.18
2576,97,7,7,18.28
2577,97,7,9,18.25
2578,97,7,10,18.16
2579,97,7,11,18.0
2580,97,7,14,17.79
2581,97,7,15,18.19
2582,97,7,16,18.27
2583,97,7,17,18.83
2584,97,7,18,18.21
2585,97,7,21,18.23
2586,97,7,22,18.47
2587,97,7,23,18.71
2588,97,7,24,18.66
2589,97,7,25,18.77
2590,97,7,28,18.76
2591,97,7,29,18.74
2592,97,7,30,19.02
2593,97,7,31,18.94
2594,97,8,1,19.33
2595,97,8,4,19.64
2596,97,8,5,19.51
2597,97,8,6,19.21
2598,97,8,7,18.94
2599,97,8,8,18.56
2600,97,8,11,18.21
2601,97,8,12,18.56
2602,97,8,13,18.63
2603,97,8,14,19.0
2604,97,8,15,18.77
2605,97,8,18,18.41
2606,97,8,19,18.88
2607,97,8,20,18.83
2608,97,8,21,18.26
2609,97,8,25,17.87
2610,97,8,26,17.58
2611,97,8,27,17.83
2612,97,8,28,17.91
2613,97,8,29,17.98
2614,97,9,2,18.22
2615,97,9,3,18.12
2616,97,9,4,17.92
2617,97,9,5,18.15
2618,97,9,8,18.03
2619,97,9,9,18.18
2620,97,9,10,18.08
2621,97,9,11,18.21
2622,97,9,12,18.06
2623,97,9,15,18.05
2624,97,9,16,18.4
2625,97,9,17,18.21
2626,97,9,18,18.14
2627,97,9,19,18.32
2628,97,9,22,18.65
2629,97,9,23,18.57
2630,97,9,24,18.52
2631,97,9,25,19.05
2632,97,9,26,19.36
2633,97,9,29,19.48
2634,97,9,30,19.96
2635,97,10,1,19.87
2636,97,10,2,20.08
2637,97,10,3,21.29
2638,97,10,6,20.94
2639,97,10,7,20.71
2640,97,10,8,20.79
2641,97,10,9,20.6
2642,97,10,10,20.73
2643,97,10,13,20.08
2644,97,10,14,19.4
2645,97,10,15,19.27
2646,97,10,16,19.56
2647,97,10,17,19.43
2648,97,10,20,19.29
2649,97,10,21,19.3
2650,97,10,22,19.86
2651,97,10,23,19.89
2652,97,10,24,19.45
2653,97,10,27,19.63
2654,97,10,28,18.86
2655,97,10,29,19.0
2656,97,10,30,19.45
2657,97,10,31,19.42
2658,97,11,3,19.48
2659,97,11,4,19.1
2660,97,11,5,18.93
2661,97,11,6,18.97
2662,97,11,7,19.24
2663,97,11,10,19.14
2664,97,11,12,19.26
2665,97,11,13,19.71
2666,97,11,14,20.24
2667,97,11,17,19.54
2668,97,11,18,19.39
2669,97,11,19,19.41
2670,97,11,20,18.82
2671,97,11,21,18.83
2672,97,11,24,19.01
2673,97,11,25,19.14
2674,97,11,26,18.5
2675,97,11,27,18.64
2676,97,11,28,18.96
2677,97,12,1,18.01
2678,97,12,2,18.04
2679,97,12,3,17.94
2680,97,12,4,17.7
2681,97,12,5,17.91
2682,97,12,8,17.87
2683,97,12,9,17.57
2684,97,12,10,17.08
2685,97,12,11,16.98
2686,97,12,12,17.12
2687,97,12,15,16.89
2688,97,12,16,16.8
2689,97,12,17,16.98
2690,97,12,18,17.34
2691,97,12,19,17.2
2692,97,12,22,17.04
2693,97,12,23,17.09
2694,97,12,24,17.04
2695,97,12,29,16.35
2696,97,12,30,16.01
2697,97,12,31,15.86
2698,98,1,2,15.77
2699,98,1,5,15.29
2700,98,1,6,15.48
2701,98,1,7,15.33
2702,98,1,8,15.47
2703,98,1,9,15.33
2704,98,1,12,15.07
2705,98,1,13,15.08
2706,98,1,14,14.81
2707,98,1,15,14.75
2708,98,1,16,14.89
2709,98,1,19,15.38
2710,98,1,20,14.95
2711,98,1,21,14.67
2712,98,1,22,14.35
2713,98,1,23,14.26
2714,98,1,26,14.79
2715,98,1,27,15.74
2716,98,1,28,15.64
2717,98,1,29,16.28
2718,98,1,30,15.59
2719,98,2,2,15.28
2720,98,2,3,14.87
2721,98,2,4,14.56
2722,98,2,5,14.83
2723,98,2,6,15.05
2724,98,2,9,14.77
2725,98,2,10,14.6
2726,98,2,11,14.35
2727,98,2,12,14.04
2728,98,2,13,14.05
2729,98,2,16,13.5
2730,98,2,17,13.5
2731,98,2,18,13.46
2732,98,2,19,14.02
2733,98,2,20,13.91
2734,98,2,23,13.26
2735,98,2,24,13.08
2736,98,2,25,13.35
2737,98,2,26,13.38
2738,98,2,27,13.53
2739,98,3,2,13.37
2740,98,3,3,13.18
2741,98,3,4,13.09
2742,98,3,5,13.18
2743,98,3,6,12.85
2744,98,3,9,12.24
2745,98,3,10,12.36
2746,98,3,11,12.41
2747,98,3,12,12.3
2748,98,3,13,12.25
2749,98,3,16,11.74
2750,98,3,17,11.05
2751,98,3,18,12.21
2752,98,3,19,12.41
2753,98,3,20,12.35
2754,98,3,23,14.53
2755,98,3,24,14.02
2756,98,3,25,14.41
2757,98,3,26,15.18
2758,98,3,27,14.92
2759,98,3,30,14.35
2760,98,3,31,13.87
2761,98,4,1,13.72
2762,98,4,2,13.38
2763,98,4,3,13.63
2764,98,4,6,13.13
2765,98,4,7,12.82
2766,98,4,8,12.79
2767,98,4,9,13.23
2768,98,4,14,13.15
2769,98,4,15,13.31
2770,98,4,16,13.68
2771,98,4,17,14.06
2772,98,4,20,13.82
2773,98,4,21,13.95
2774,98,4,22,13.71
2775,98,4,23,13.42
2776,98,4,24,13.32
2777,98,4,27,13.65
2778,98,4,28,13.88
2779,98,4,29,14.09
2780,98,4,30,13.79
2781,98,5,1,14.6
2782,98,5,5,14.13
2783,98,5,6,13.91
2784,98,5,7,13.81
2785,98,5,8,13.94
2786,98,5,11,14.41
2787,98,5,12,14.75
2788,98,5,13,14.15
2789,98,5,14,14.29
2790,98,5,15,14.33
2791,98,5,18,14.72
2792,98,5,19,14.87
2793,98,5,20,14.58
2794,98,5,21,14.29
2795,98,5,22,14.33
2796,98,5,26,14.27
2797,98,5,27,14.78
2798,98,5,28,14.71
2799,98,5,29,14.03
2800,98,6,1,13.66
2801,98,6,2,13.62
2802,98,6,3,13.23
2803,98,6,4,13.71
2804,98,6,5,13.95
2805,98,6,8,13.56
2806,98,6,9,12.76
2807,98,6,10,12.23
2808,98,6,11,12.12
2809,98,6,12,11.62
2810,98,6,15,10.77
2811,98,6,16,10.77
2812,98,6,17,11.3
2813,98,6,18,10.88
2814,98,6,19,10.89
2815,98,6,22,11.23
2816,98,6,23,12.09
2817,98,6,24,12.5
2818,98,6,25,11.94
2819,98,6,26,12.04
2820,98,6,29,11.83
2821,98,6,30,11.84
2822,98,7,1,11.93
2823,98,7,2,11.95
2824,98,7,3,11.79
2825,98,7,6,11.7
2826,98,7,7,11.66
2827,98,7,8,11.71
2828,98,7,9,11.61
2829,98,7,10,11.61
2830,98,7,13,11.56
2831,98,7,14,11.83
2832,98,7,15,11.79
2833,98,7,16,12.65
2834,98,7,17,12.38
2835,98,7,20,12.11
2836,98,7,21,12.01
2837,98,7,22,12.21
2838,98,7,23,12.23
2839,98,7,24,12.05
2840,98,7,27,12.53
2841,98,7,28,12.74
2842,98,7,29,12.6
2843,98,7,30,12.55
2844,98,7,31,12.63
2845,98,8,3,12.04
2846,98,8,4,12.03
2847,98,8,5,12.32
2848,98,8,6,12.08
2849,98,8,7,12.05
2850,98,8,10,11.62
2851,98,8,11,11.16
2852,98,8,12,11.24
2853,98,8,13,11.48
2854,98,8,14,11.46
2855,98,8,17,11.93
2856,98,8,18,11.87
2857,98,8,19,11.99
2858,98,8,20,12.21
2859,98,8,21,12.02
2860,98,8,24,12.15
2861,98,8,25,12.43
2862,98,8,26,12.24
2863,98,8,27,11.9
2864,98,8,28,12.06
2865,98,9,1,12.11
2866,98,9,2,12.05
2867,98,9,3,12.54
2868,98,9,4,12.96
2869,98,9,7,12.51
2870,98,9,8,12.53
2871,98,9,9,12.53
2872,98,9,10,12.82
2873,98,9,11,12.66
2874,98,9,14,12.47
2875,98,9,15,12.61
2876,98,9,16,12.65
2877,98,9,17,12.97
2878,98,9,18,13.92
2879,98,9,21,14.31
2880,98,9,22,14.36
2881,98,9,23,14.67
2882,98,9,24,14.84
2883,98,9,25,14.55
2884,98,9,28,14.41
2885,98,9,29,14.38
2886,98,9,30,14.71
2887,98,10,1,14.46
2888,98,10,2,14.21
2889,98,10,5,14.1
2890,98,10,6,13.98
2891,98,10,7,13.88
2892,98,10,8,13.23
2893,98,10,9,12.87
2894,98,10,12,13.18
2895,98,10,13,12.73
2896,98,10,14,12.26
2897,98,10,15,11.98
2898,98,10,16,12.11
2899,98,10,19,11.6
2900,98,10,20,11.29
2901,98,10,21,11.94
2902,98,10,22,11.68
2903,98,10,23,12.18
2904,98,10,26,12.74
2905,98,10,27,12.46
2906,98,10,28,12.26
2907,98,10,29,12.31
2908,98,10,30,12.0
2909,98,11,2,12.43
2910,98,11,3,11.93
2911,98,11,4,11.88
2912,98,11,5,11.73
2913,98,11,6,11.51
2914,98,11,9,11.15
2915,98,11,10,11.18
2916,98,11,11,11.45
2917,98,11,12,11.56
2918,98,11,13,11.46
2919,98,11,16,11.1
2920,98,11,17,10.62
2921,98,11,18,10.25
2922,98,11,19,10.45
2923,98,11,20,10.4
2924,98,11,23,10.54
2925,98,11,24,10.58
2926,98,11,25,10.51
2927,98,11,26,10.41
2928,98,11,27,10.77
2929,98,11,30,9.91
2930,98,12,1,9.87
2931,98,12,2,9.71
2932,98,12,3,10.05
2933,98,12,4,9.73
2934,98,12,7,9.7
2935,98,12,8,9.68
2936,98,12,9,9.46
2937,98,12,10,9.1
2938,98,12,11,9.26
2939,98,12,14,9.45
2940,98,12,15,9.57
2941,98,12,16,10.87
2942,98,12,17,9.92
2943,98,12,18,9.62
2944,98,12,21,9.45
2945,98,12,22,9.83
2946,98,12,23,9.91
2947,98,12,24,9.91
2948,98,12,29,10.23
2949,98,12,30,10.45
2950,98,12,31,10.54
2951,99,1,4,10.94
2952,99,1,5,10.3
2953,99,1,6,10.67
2954,99,1,7,11.08
2955,99,1,8,11.7
2956,99,1,11,12.07
2957,99,1,12,11.78
2958,99,1,13,10.9
2959,99,1,14,11.1
2960,99,1,15,10.97
2961,99,1,18,10.81
2962,99,1,19,11.19
2963,99,1,20,10.85
2964,99,1,21,11.14
2965,99,1,22,11.23
2966,99,1,25,11.21
2967,99,1,26,10.84
2968,99,1,27,11.03
2969,99,1,28,11.14
2970,99,1,29,11.34
2971,99,2,1,10.81
2972,99,2,2,10.39
2973,99,2,3,10.78
2974,99,2,4,10.42
2975,99,2,5,10.18
2976,99,2,8,9.97
2977,99,2,9,9.77
2978,99,2,10,9.88
2979,99,2,11,9.82
2980,99,2,12,9.97
2981,99,2,16,9.98
2982,99,2,17,10.09
2983,99,2,18,9.93
2984,99,2,19,10.29
2985,99,2,22,10.24
2986,99,2,23,10.58
2987,99,2,24,10.64
2988,99,2,25,10.84
2989,99,2,26,10.58
2990,99,3,1,10.52
2991,99,3,2,10.41
2992,99,3,3,10.81
2993,99,3,4,11.2
2994,99,3,5,11.02
2995,99,3,8,11.49
2996,99,3,9,11.25
2997,99,3,10,11.46
2998,99,3,11,11.86
2999,99,3,12,12.3
3000,99,3,15,12.17
3001,99,3,16,12.11
3002,99,3,17,12.95
3003,99,3,18,13.35
3004,99,3,19,13.15
3005,99,3,22,13.37
3006,99,3,23,13.64
3007,99,3,24,13.37
3008,99,3,25,13.5
3009,99,3,26,13.97
3010,99,3,29,14.34
3011,99,3,30,14.5
3012,99,3,31,15.02
3013,99,4,1,14.6
3014,99,4,6,14.53
3015,99,4,7,14.14
3016,99,4,8,13.72
3017,99,4,9,14.11
3018,99,4,12,14.23
3019,99,4,13,14.68
3020,99,4,14,14.45
3021,99,4,15,14.82
3022,99,4,16,15.34
3023,99,4,19,16.01
3024,99,4,20,16.04
3025,99,4,21,15.96
3026,99,4,22,16.29
3027,99,4,23,16.07
3028,99,4,26,15.63
3029,99,4,27,15.91
3030,99,4,28,16.38
3031,99,4,29,16.53
3032,99,4,30,16.45
3033,99,5,4,16.98
3034,99,5,5,16.85
3035,99,5,6,16.44
3036,99,5,7,15.66
3037,99,5,10,15.72
3038,99,5,11,15.23
3039,99,5,12,14.74
3040,99,5,13,15.21
3041,99,5,14,15.18
3042,99,5,17,14.98
3043,99,5,18,14.43
3044,99,5,19,14.42
3045,99,5,20,14.44
3046,99,5,21,14.49
3047,99,5,24,14.83
3048,99,5,25,14.71
3049,99,5,26,15.18
3050,99,5,27,15.04
3051,99,5,28,14.75
3052,99,6,1,14.22
3053,99,6,2,14.28
3054,99,6,3,14.26
3055,99,6,4,15.21
3056,99,6,7,15.98
3057,99,6,8,16.25
3058,99,6,9,16.19
3059,99,6,10,15.99
3060,99,6,11,16.25
3061,99,6,14,16.05
3062,99,6,15,16.33
3063,99,6,16,16.29
3064,99,6,17,16.0
3065,99,6,18,15.93
3066,99,6,21,15.64
3067,99,6,22,15.91
3068,99,6,23,16.04
3069,99,6,24,16.28
3070,99,6,25,16.27
3071,99,6,28,16.27
3072,99,6,29,16.38
3073,99,6,30,16.97
3074,99,7,1,17.25
3075,99,7,2,17.55
3076,99,7,6,18.47
3077,99,7,7,18.36
3078,99,7,8,18.74
3079,99,7,9,18.9
3080,99,7,12,18.94
3081,99,7,13,19.49
3082,99,7,14,19.48
3083,99,7,15,18.9
3084,99,7,16,19.42
3085,99,7,19,19.75
3086,99,7,20,19.33
3087,99,7,21,18.62
3088,99,7,22,19.01
3089,99,7,23,19.69
3090,99,7,26,19.73
3091,99,7,27,19.46
3092,99,7,28,19.65
3093,99,7,29,19.97
3094,99,7,30,19.97
3095,99,8,2,19.21
3096,99,8,3,19.32
3097,99,8,4,19.38
3098,99,8,5,19.64
3099,99,8,6,19.66
3100,99,8,9,19.34
3101,99,8,10,20.18
3102,99,8,11,20.58
3103,99,8,12,20.32
3104,99,8,13,20.61
3105,99,8,16,20.68
3106,99,8,17,20.61
3107,99,8,18,20.69
3108,99,8,19,20.92
3109,99,8,20,21.11
3110,99,8,23,20.96
3111,99,8,24,20.48
3112,99,8,25,19.71
3113,99,8,26,19.8
3114,99,8,27,20.32
3115,99,8,31,21.08
3116,99,9,1,21.1
3117,99,9,2,20.66
3118,99,9,3,20.74
3119,99,9,6,21.14
3120,99,9,7,21.71
3121,99,9,8,21.96
3122,99,9,9,22.51
3123,99,9,10,22.36
3124,99,9,13,22.98
3125,99,9,14,23.18
3126,99,9,15,23.25
3127,99,9,16,23.06
3128,99,9,17,22.93
3129,99,9,20,22.85
3130,99,9,21,22.68
3131,99,9,22,22.49
3132,99,9,23,23.41
3133,99,9,24,23.66
3134,99,9,27,23.6
3135,99,9,28,23.24
3136,99,9,29,23.46
3137,99,9,30,22.98
3138,99,10,1,22.98
3139,99,10,4,23.3
3140,99,10,5,22.64
3141,99,10,6,23.07
3142,99,10,7,22.33
3143,99,10,8,20.78
3144,99,10,11,20.84
3145,99,10,12,21.89
3146,99,10,13,22.26
3147,99,10,14,22.28
3148,99,10,15,21.65
3149,99,10,18,22.26
3150,99,10,19,21.59
3151,99,10,20,21.02
3152,99,10,21,21.68
3153,99,10,22,22.38
3154,99,10,25,22.45
3155,99,10,26,22.14
3156,99,10,27,22.18
3157,99,10,28,21.22
3158,99,10,29,21.11
3159,99,11,1,21.32
3160,99,11,2,21.98
3161,99,11,3,22.38
3162,99,11,4,22.64
3163,99,11,5,22.8
3164,99,11,8,23.62
3165,99,11,9,24.44
3166,99,11,10,25.42
3167,99,11,11,24.96
3168,99,11,12,25.39
3169,99,11,15,25.93
3170,99,11,16,24.88
3171,99,11,17,24.98
3172,99,11,18,25.02
3173,99,11,19,25.14
3174,99,11,22,25.86
3175,99,11,23,25.66
3176,99,11,24,25.77
3177,99,11,25,25.94
3178,99,11,26,25.85
3179,99,11,29,25.67
3180,99,11,30,25.2
3181,99,12,1,24.2
3182,99,12,2,25.52
3183,99,12,3,26.17
3184,99,12,6,26.46
3185,99,12,7,26.1
3186,99,12,8,25.45
3187,99,12,9,25.85
3188,99,12,10,24.86
3189,99,12,13,24.31
3190,99,12,14,24.88
3191,99,12,15,25.68
3192,99,12,16,26.09
3193,99,12,17,26.22
3194,99,12,20,25.98
3195,99,12,21,25.51
3196,99,12,22,25.04
3197,99,12,23,25.11
3198,99,12,29,25.63
3199,99,12,30,24.93
